customer_id,age,gender,city,segment,employment_type,annual_income,months_on_book,num_products,income_log,avg_monthly_balance,num_active_products,digital_engagement_score,complaints_last_year,num_branch_visits,credit_card_usage,churn
CUST103540,60,F,Bhopal,Retail,Student,250000.0,63,2,12.429220196836383,20200.0,2,33,0,9,35,0
CUST103541,52,F,Kolkata,Mass Affluent,Salaried,413900.0,27,2,12.933382093776428,35500.0,2,2,1,15,46,0
CUST103542,25,M,Jaipur,Retail,Business Owner,250000.0,177,5,12.429220196836383,9000.0,5,58,0,4,70,0
CUST103543,62,F,Kochi,Mass Affluent,Business Owner,413600.0,203,2,12.932657019968405,20600.0,2,48,0,0,87,0
CUST103544,23,F,Delhi,Corporate,Business Owner,250000.0,149,1,12.429220196836383,12400.0,1,30,3,12,12,0
CUST103545,55,M,Surat,Retail,Self-Employed,335000.0,120,2,12.721888795877375,30600.0,2,28,1,14,84,0
CUST103546,43,F,Kolkata,Mass Affluent,Salaried,250000.0,113,4,12.429220196836383,21200.0,4,22,1,11,88,0
CUST103547,68,F,Jaipur,Retail,Self-Employed,250000.0,92,2,12.429220196836383,7100.0,2,5,0,16,89,0
CUST103548,37,M,Pune,HNWI,Self-Employed,334600.0,232,4,12.720694056173551,33000.0,4,12,0,15,71,0
CUST103549,55,M,Kochi,HNWI,Salaried,421900.0,124,2,12.952525968339533,9100.0,2,6,1,15,1,0
CUST103550,44,M,Bangalore,Mass Affluent,Salaried,517200.0,210,2,13.156186859365983,10400.0,2,95,1,11,23,0
CUST103551,49,M,Delhi,Retail,Retired,250000.0,15,2,12.429220196836383,11800.0,2,25,1,3,65,0
CUST103552,71,F,Pune,Mass Affluent,Salaried,250000.0,88,4,12.429220196836383,6500.0,4,79,3,11,92,0
CUST103553,59,F,Delhi,Mass Affluent,Salaried,250000.0,56,2,12.429220196836383,35800.0,2,96,2,12,27,0
CUST103554,43,F,Hyderabad,Mass Affluent,Self-Employed,250000.0,33,2,12.429220196836383,4600.0,2,9,3,8,43,0
CUST103555,45,F,Lucknow,Mass Affluent,Student,687000.0,239,3,13.440091026807503,8200.0,3,84,0,10,3,0
CUST103556,59,M,Indore,Corporate,Self-Employed,599700.0,18,1,13.304186476655628,6800.0,1,22,0,1,48,0
CUST103557,39,F,Surat,Retail,Salaried,250000.0,135,1,12.429220196836383,37400.0,1,28,0,8,29,0
CUST103558,30,F,Chennai,Retail,Salaried,748800.0,56,1,13.526228539614713,1200.0,1,65,1,6,93,0
CUST103559,46,M,Indore,SME,Salaried,578600.0,24,2,13.268368399832392,22800.0,2,57,0,18,87,0
CUST103560,24,M,Pune,Retail,Salaried,250000.0,235,4,12.429220196836383,10900.0,4,7,1,4,15,0
CUST103561,30,F,Bangalore,Corporate,Business Owner,250000.0,74,2,12.429220196836383,5400.0,2,39,1,5,90,0
CUST103562,43,F,Kochi,Mass Affluent,Salaried,250000.0,88,2,12.429220196836383,3600.0,2,49,2,19,79,0
CUST103563,64,F,Ahmedabad,Corporate,Salaried,254800.0,49,1,12.448238127319225,29900.0,1,6,1,16,13,0
CUST103564,63,M,Kolkata,Mass Affluent,Business Owner,271200.0,166,5,12.510615522357213,8400.0,5,79,2,10,69,0
CUST103565,35,M,Lucknow,Corporate,Salaried,270900.0,222,1,12.509508719465414,2000.0,1,56,3,0,42,0
CUST103566,43,M,Surat,HNWI,Salaried,250000.0,85,1,12.429220196836383,10400.0,1,99,1,7,74,0
CUST103567,29,F,Hyderabad,Mass Affluent,Salaried,250000.0,194,4,12.429220196836383,4900.0,4,59,1,3,11,0
CUST103568,61,F,Delhi,Retail,Salaried,313700.0,101,4,12.656195581932694,10700.0,4,3,0,6,78,0
CUST103569,34,M,Ahmedabad,Retail,Salaried,389800.0,133,1,12.87339163147047,14700.0,1,28,1,7,73,0
CUST103570,64,M,Mumbai,Retail,Student,250000.0,193,2,12.429220196836383,7400.0,2,6,1,17,42,0
CUST103571,66,F,Lucknow,SME,Business Owner,250000.0,228,3,12.429220196836383,36500.0,3,39,1,15,37,0
CUST103572,58,F,Pune,Retail,Business Owner,495600.0,148,1,13.113526446491344,67500.0,1,51,3,2,92,0
CUST103573,38,F,Hyderabad,HNWI,Self-Employed,250000.0,93,5,12.429220196836383,6200.0,5,19,0,17,7,0
CUST103574,72,F,Jaipur,Mass Affluent,Salaried,266000.0,115,2,12.491255347155265,6700.0,2,41,1,19,63,0
CUST103575,58,F,Kolkata,Retail,Business Owner,250000.0,208,2,12.429220196836383,6100.0,2,8,0,16,14,0
CUST103576,55,F,Kolkata,SME,Salaried,441900.0,88,1,12.998841154071691,6600.0,1,67,0,4,15,0
CUST103577,67,F,Hyderabad,Retail,Salaried,250000.0,115,1,12.429220196836383,25100.0,1,80,3,14,29,0
CUST103578,68,F,Surat,Mass Affluent,Salaried,250000.0,187,1,12.429220196836383,10800.0,1,58,3,14,28,0
CUST103579,25,M,Bhopal,Mass Affluent,Salaried,471700.0,204,2,13.064100589261626,4700.0,2,30,0,6,44,0
CUST103580,68,F,Lucknow,Retail,Salaried,386900.0,110,5,12.86592412533246,7200.0,5,82,0,14,75,0
CUST103581,62,F,Hyderabad,Retail,Salaried,250000.0,216,2,12.429220196836383,19800.0,2,97,3,12,26,0
CUST103582,32,M,Indore,Mass Affluent,Salaried,250000.0,207,2,12.429220196836383,2200.0,2,23,0,8,88,0
CUST103583,37,F,Delhi,Retail,Salaried,250000.0,114,2,12.429220196836383,11900.0,2,72,0,11,24,0
CUST103584,61,M,Chennai,Corporate,Salaried,250000.0,70,1,12.429220196836383,113300.0,1,68,0,7,3,0
CUST103585,32,M,Mumbai,Mass Affluent,Self-Employed,252700.0,47,3,12.43996225063003,14800.0,3,63,1,17,68,0
CUST103586,45,M,Indore,Retail,Salaried,255300.0,34,2,12.450198520182342,20700.0,2,48,2,17,54,0
CUST103587,58,M,Mumbai,Retail,Self-Employed,250000.0,51,2,12.429220196836383,56700.0,2,62,3,11,87,0
CUST103588,56,F,Jaipur,Retail,Salaried,489000.0,22,3,13.100119813444692,18200.0,3,42,2,4,74,0
CUST103589,70,F,Bangalore,HNWI,Salaried,250000.0,73,2,12.429220196836383,13400.0,2,76,0,18,52,0
CUST103590,27,M,Hyderabad,Mass Affluent,Self-Employed,250000.0,237,4,12.429220196836383,12400.0,4,11,0,0,89,0
CUST103591,36,F,Lucknow,Retail,Self-Employed,250000.0,58,2,12.429220196836383,24000.0,2,49,3,16,43,0
CUST103592,74,F,Indore,Mass Affluent,Salaried,289100.0,96,1,12.574531387009179,7400.0,1,36,2,1,24,0
CUST103593,51,F,Mumbai,Mass Affluent,Salaried,251700.0,96,1,12.435997154099226,10400.0,1,63,1,8,66,0
CUST103594,34,F,Bangalore,Mass Affluent,Business Owner,250000.0,127,1,12.429220196836383,7200.0,1,94,1,1,43,0
CUST103595,36,F,Chennai,Retail,Salaried,250000.0,124,4,12.429220196836383,68800.0,4,81,0,13,23,0
CUST103596,39,F,Chandigarh,Retail,Salaried,250000.0,141,4,12.429220196836383,22000.0,4,4,0,4,26,0
CUST103597,50,F,Mumbai,Retail,Salaried,250000.0,26,5,12.429220196836383,9700.0,5,53,1,4,2,0
CUST103598,36,F,Bangalore,Mass Affluent,Business Owner,250000.0,81,3,12.429220196836383,25000.0,3,97,0,14,60,0
CUST103599,54,M,Pune,Mass Affluent,Salaried,518600.0,218,4,13.158890080353258,7200.0,4,12,0,12,9,0
CUST103600,45,F,Chennai,Retail,Retired,314400.0,234,2,12.658424520193709,5500.0,2,61,1,16,69,0
CUST103601,53,M,Mumbai,Retail,Self-Employed,250000.0,6,3,12.429220196836383,8700.0,3,32,1,2,91,0
CUST103602,29,F,Jaipur,Mass Affluent,Self-Employed,517600.0,153,2,13.15695995416078,11300.0,2,26,1,10,77,0
CUST103603,54,F,Lucknow,Retail,Salaried,350700.0,38,4,12.767689287564181,50900.0,4,51,1,0,71,0
CUST103604,70,F,Bangalore,Mass Affluent,Self-Employed,250000.0,131,5,12.429220196836383,16000.0,5,3,0,13,56,0
CUST103605,28,F,Surat,Retail,Salaried,250000.0,7,3,12.429220196836383,26500.0,3,51,0,4,10,0
CUST103606,38,F,Mumbai,Retail,Salaried,250000.0,182,3,12.429220196836383,4000.0,3,18,3,15,10,0
CUST103607,58,F,Surat,Mass Affluent,Salaried,383400.0,236,4,12.856836717832325,30700.0,4,89,3,9,4,0
CUST103608,54,F,Hyderabad,Retail,Self-Employed,458100.0,34,1,13.034844962801943,16500.0,1,13,0,15,24,1
CUST103609,57,F,Hyderabad,Mass Affluent,Business Owner,250000.0,102,2,12.429220196836383,19000.0,2,47,1,5,44,0
CUST103610,51,M,Bangalore,Retail,Retired,398400.0,51,3,12.895214314729591,18900.0,3,82,2,11,10,0
CUST103611,57,F,Bhopal,Retail,Salaried,389400.0,51,3,12.872364939970355,27800.0,3,32,0,13,25,0
CUST103612,53,F,Ahmedabad,Mass Affluent,Retired,619700.0,191,2,13.336992382632937,19600.0,2,65,0,12,16,0
CUST103613,24,F,Surat,Retail,Business Owner,474600.0,33,2,13.070229730019086,22200.0,2,43,2,8,90,0
CUST103614,61,F,Hyderabad,Mass Affluent,Business Owner,603900.0,35,1,13.311165556197917,2400.0,1,0,0,2,72,0
CUST103615,45,F,Mumbai,HNWI,Self-Employed,359700.0,92,5,12.793028409774374,9700.0,5,54,1,5,95,0
CUST103616,23,M,Mumbai,SME,Salaried,352600.0,78,3,12.773092385016758,5600.0,3,97,1,8,32,0
CUST103617,43,M,Pune,Retail,Retired,250000.0,234,3,12.429220196836383,38100.0,3,72,2,4,77,0
CUST103618,44,M,Chennai,Retail,Self-Employed,439000.0,98,1,12.992256969959042,12700.0,1,25,0,3,98,0
CUST103619,25,F,Kochi,Retail,Self-Employed,250000.0,134,1,12.429220196836383,4400.0,1,99,0,16,45,0
CUST103620,74,F,Kochi,Corporate,Salaried,250000.0,30,2,12.429220196836383,56200.0,2,2,2,18,5,0
CUST103621,33,F,Chennai,Retail,Salaried,371000.0,88,1,12.82396003700373,15000.0,1,52,3,2,49,0
CUST103622,38,F,Pune,Retail,Salaried,624600.0,54,1,13.34486832485449,17400.0,1,97,3,3,2,0
CUST103623,44,M,Kolkata,HNWI,Salaried,250000.0,91,1,12.429220196836383,76800.0,1,8,1,16,22,0
CUST103624,65,F,Surat,Retail,Salaried,479200.0,77,1,13.079875412592552,6800.0,1,25,0,15,0,0
CUST103625,61,F,Lucknow,Mass Affluent,Retired,250000.0,33,1,12.429220196836383,5700.0,1,92,3,6,20,0
CUST103626,62,F,Lucknow,Mass Affluent,Salaried,485200.0,135,3,13.092318517055679,31900.0,3,19,1,0,4,0
CUST103627,33,F,Mumbai,Mass Affluent,Salaried,250000.0,126,2,12.429220196836383,5400.0,2,13,0,10,67,0
CUST103628,66,M,Kolkata,HNWI,Salaried,414800.0,127,2,12.935554166134988,14500.0,2,75,1,8,80,0
CUST103629,65,F,Chandigarh,Retail,Salaried,253400.0,105,5,12.442728493191302,5100.0,5,42,0,17,41,0
CUST103630,46,F,Kolkata,Mass Affluent,Salaried,250000.0,128,2,12.429220196836383,29900.0,2,94,2,5,89,0
CUST103631,50,F,Bangalore,Mass Affluent,Self-Employed,250000.0,176,4,12.429220196836383,18400.0,4,41,0,10,5,0
CUST103632,23,M,Bangalore,Retail,Student,593000.0,67,1,13.292951364319082,15200.0,1,74,3,6,31,0
CUST103633,62,M,Mumbai,Corporate,Salaried,250000.0,50,1,12.429220196836383,11100.0,1,84,1,10,90,1
CUST103634,72,M,Kochi,HNWI,Salaried,250000.0,164,2,12.429220196836383,25300.0,2,2,0,5,2,0
CUST103635,46,M,Mumbai,SME,Business Owner,340900.0,38,5,12.739347391533249,26400.0,5,38,1,10,46,0
CUST103636,50,M,Jaipur,HNWI,Salaried,250000.0,88,4,12.429220196836383,30900.0,4,55,0,7,57,0
CUST103637,47,M,Kolkata,Retail,Self-Employed,685600.0,142,2,13.438051104841072,14300.0,2,49,2,14,38,0
CUST103638,25,M,Delhi,Retail,Self-Employed,675300.0,142,4,13.422913796385174,2000.0,4,42,3,6,60,0
CUST103639,54,M,Bhopal,Retail,Business Owner,500300.0,179,1,13.122965196275018,5200.0,1,31,1,16,48,0
CUST103640,59,F,Kochi,Retail,Salaried,266500.0,116,2,12.493133274926212,8200.0,2,55,0,11,31,0
CUST103641,71,F,Indore,Retail,Student,728500.0,122,1,13.498744277300052,10500.0,1,47,2,12,56,0
CUST103642,71,M,Chandigarh,Retail,Student,601600.0,16,2,13.307349713850428,11900.0,2,44,2,11,45,0
CUST103643,47,F,Bhopal,Retail,Salaried,250000.0,190,1,12.429220196836383,7200.0,1,93,0,7,1,0
CUST103644,72,M,Surat,Corporate,Salaried,636200.0,61,2,13.363269830128703,13100.0,2,12,0,6,14,0
CUST103645,49,F,Jaipur,Retail,Salaried,250000.0,202,2,12.429220196836383,15300.0,2,45,0,4,1,0
CUST103646,55,M,Surat,Mass Affluent,Salaried,250000.0,156,2,12.429220196836383,15500.0,2,24,0,13,30,0
CUST103647,53,M,Pune,HNWI,Student,250000.0,220,1,12.429220196836383,16300.0,1,87,1,13,41,0
CUST103648,74,M,Bangalore,Mass Affluent,Salaried,292900.0,210,2,12.587589946944513,52500.0,2,75,0,7,85,0
CUST103649,60,M,Kolkata,Retail,Salaried,250000.0,94,2,12.429220196836383,19900.0,2,39,0,7,30,0
CUST103650,27,M,Ahmedabad,Mass Affluent,Salaried,250000.0,98,1,12.429220196836383,25800.0,1,16,0,10,58,0
CUST103651,24,M,Mumbai,HNWI,Self-Employed,250000.0,217,2,12.429220196836383,29300.0,2,9,2,5,98,0
CUST103652,43,M,Indore,Corporate,Business Owner,250000.0,212,1,12.429220196836383,11100.0,1,5,2,10,50,0
CUST103653,48,F,Bhopal,Retail,Self-Employed,275100.0,171,2,12.524893581947863,5500.0,2,16,3,3,23,0
CUST103654,57,F,Pune,Retail,Self-Employed,579600.0,222,2,13.270095214754988,6900.0,2,56,1,10,66,0
CUST103655,47,M,Ahmedabad,Mass Affluent,Salaried,250000.0,152,2,12.429220196836383,46600.0,2,40,3,7,79,0
CUST103656,48,M,Indore,Retail,Self-Employed,450200.0,11,2,13.017449428687309,24200.0,2,94,2,9,72,0
CUST103657,70,F,Pune,HNWI,Salaried,305300.0,135,1,12.629053454184358,13300.0,1,23,3,16,87,0
CUST103658,39,F,Surat,Mass Affluent,Salaried,335900.0,92,1,12.724571752672464,17400.0,1,37,0,12,96,0
CUST103659,47,F,Ahmedabad,HNWI,Self-Employed,263400.0,10,2,12.481432864791325,31000.0,2,88,3,6,2,0
CUST103660,51,M,Chennai,SME,Student,250000.0,136,4,12.429220196836383,28100.0,4,22,3,17,80,1
CUST103661,46,F,Kochi,Mass Affluent,Self-Employed,350400.0,137,1,12.76683349192158,7600.0,1,47,2,3,16,0
CUST103662,73,F,Bangalore,Corporate,Self-Employed,366300.0,177,1,12.81121067876591,15600.0,1,10,0,19,24,0
CUST103663,72,M,Hyderabad,Mass Affluent,Salaried,250000.0,188,3,12.429220196836383,14700.0,3,6,0,15,42,0
CUST103664,48,F,Surat,Retail,Salaried,250000.0,81,2,12.429220196836383,40300.0,2,95,1,14,19,0
CUST103665,45,M,Surat,HNWI,Salaried,282400.0,237,1,12.551083325671442,6000.0,1,55,0,5,4,0
CUST103666,52,M,Chandigarh,Mass Affluent,Self-Employed,422000.0,109,1,12.952762962683588,5100.0,1,90,0,15,52,0
CUST103667,30,F,Surat,SME,Self-Employed,490400.0,107,5,13.102978702753772,12700.0,5,19,0,15,57,0
CUST103668,44,F,Mumbai,Retail,Self-Employed,552400.0,48,2,13.22202951079804,14300.0,2,91,0,2,21,0
CUST103669,32,F,Indore,Retail,Salaried,335300.0,237,1,12.72278391485369,12100.0,1,48,3,7,0,0
CUST103670,28,M,Pune,Corporate,Salaried,250000.0,98,2,12.429220196836383,9100.0,2,83,0,16,60,0
CUST103671,26,M,Mumbai,Retail,Salaried,268000.0,46,1,12.498745990829315,6700.0,1,20,1,11,14,0
CUST103672,52,F,Jaipur,Mass Affluent,Self-Employed,250000.0,204,1,12.429220196836383,22100.0,1,18,1,4,87,0
CUST103673,21,F,Bangalore,Mass Affluent,Student,250000.0,230,5,12.429220196836383,4100.0,5,42,1,3,97,0
CUST103674,55,F,Pune,Retail,Salaried,259900.0,56,2,12.468056068255885,26000.0,2,84,0,6,57,0
CUST103675,44,F,Ahmedabad,Retail,Self-Employed,250000.0,143,3,12.429220196836383,12400.0,3,8,3,12,30,0
CUST103676,40,F,Delhi,Corporate,Self-Employed,283600.0,217,4,12.555323599726982,11900.0,4,61,1,17,76,0
CUST103677,62,M,Indore,Retail,Salaried,250000.0,161,1,12.429220196836383,6900.0,1,56,1,4,64,0
CUST103678,50,M,Ahmedabad,HNWI,Salaried,250000.0,108,1,12.429220196836383,21300.0,1,52,0,3,94,0
CUST103679,60,M,Chandigarh,HNWI,Salaried,427300.0,140,1,12.96524396190553,17500.0,1,15,0,17,68,0
CUST103680,59,M,Pune,Mass Affluent,Retired,250000.0,29,3,12.429220196836383,11900.0,3,3,3,15,25,0
CUST103681,22,M,Jaipur,Retail,Salaried,250000.0,235,2,12.429220196836383,49600.0,2,81,2,0,3,0
CUST103682,32,F,Indore,Retail,Salaried,284100.0,126,2,12.557085087723449,5600.0,2,98,0,17,93,0
CUST103683,51,M,Hyderabad,Corporate,Salaried,250000.0,16,1,12.429220196836383,9100.0,1,21,3,18,85,0
CUST103684,73,F,Bhopal,Retail,Self-Employed,521200.0,85,1,13.163891042880257,45200.0,1,97,3,2,29,0
CUST103685,29,M,Bangalore,Retail,Salaried,250000.0,102,2,12.429220196836383,7700.0,2,75,3,3,78,0
CUST103686,26,F,Chandigarh,SME,Student,268600.0,238,1,12.500982286072535,21700.0,1,36,0,16,53,0
CUST103687,71,F,Lucknow,Retail,Salaried,250000.0,210,3,12.429220196836383,4500.0,3,77,3,13,98,0
CUST103688,73,M,Ahmedabad,Retail,Retired,294700.0,77,5,12.593716562001331,8400.0,5,51,2,9,24,0
CUST103689,30,M,Hyderabad,SME,Self-Employed,250000.0,45,5,12.429220196836383,17000.0,5,75,1,1,34,0
CUST103690,42,M,Jaipur,Retail,Salaried,264600.0,15,2,12.485978309945345,16400.0,2,76,0,11,83,0
CUST103691,54,F,Jaipur,Retail,Self-Employed,558400.0,139,1,13.232832621259641,34300.0,1,83,2,15,17,0
CUST103692,31,F,Chandigarh,Retail,Self-Employed,250000.0,110,2,12.429220196836383,34900.0,2,28,0,17,23,0
CUST103693,38,F,Indore,HNWI,Salaried,250000.0,128,1,12.429220196836383,19700.0,1,98,1,18,4,0
CUST103694,42,F,Ahmedabad,Corporate,Self-Employed,250000.0,69,5,12.429220196836383,11900.0,5,4,3,3,92,1
CUST103695,55,M,Kolkata,HNWI,Self-Employed,649800.0,194,3,13.38442144115101,12100.0,3,45,2,7,74,0
CUST103696,37,F,Kolkata,SME,Self-Employed,254300.0,126,1,12.44627388376583,44200.0,1,40,0,15,88,0
CUST103697,43,M,Kolkata,Retail,Self-Employed,562700.0,220,3,13.240503682565695,7800.0,3,56,0,9,91,0
CUST103698,36,F,Mumbai,Mass Affluent,Self-Employed,250000.0,62,1,12.429220196836383,14400.0,1,24,3,12,24,1
CUST103699,62,F,Mumbai,Retail,Salaried,547900.0,66,3,13.213849892675416,10200.0,3,6,0,14,59,0
CUST103700,29,F,Kochi,Corporate,Salaried,342600.0,143,2,12.744321783723706,15100.0,2,28,0,7,1,0
CUST103701,33,F,Hyderabad,SME,Salaried,374300.0,168,4,12.832815565542704,9900.0,4,60,1,16,9,0
CUST103702,34,F,Pune,Retail,Self-Employed,250000.0,75,5,12.429220196836383,19100.0,5,5,0,2,7,0
CUST103703,69,F,Surat,Corporate,Salaried,250000.0,134,2,12.429220196836383,12100.0,2,41,1,2,30,0
CUST103704,72,M,Lucknow,Mass Affluent,Salaried,510000.0,125,2,13.1421679654829,11100.0,2,29,2,16,64,1
CUST103705,48,M,Kolkata,Retail,Business Owner,506200.0,161,1,13.134689102594963,77100.0,1,67,0,15,5,0
CUST103706,29,F,Kochi,Mass Affluent,Salaried,1147200.0,154,4,13.9528356205147,8300.0,4,87,3,3,60,0
CUST103707,61,M,Bangalore,SME,Salaried,250000.0,52,2,12.429220196836383,7900.0,2,54,0,10,14,0
CUST103708,47,M,Ahmedabad,Retail,Business Owner,359100.0,32,5,12.791358964949923,3900.0,5,16,1,12,16,0
CUST103709,66,M,Delhi,Retail,Self-Employed,250000.0,69,4,12.429220196836383,16100.0,4,94,0,2,83,0
CUST103710,40,F,Ahmedabad,SME,Business Owner,250000.0,35,1,12.429220196836383,24800.0,1,1,2,6,91,0
CUST103711,74,F,Delhi,Retail,Salaried,250000.0,134,1,12.429220196836383,25100.0,1,87,2,4,1,0
CUST103712,64,F,Chandigarh,Retail,Self-Employed,337500.0,125,3,12.729323752253295,6900.0,3,18,0,10,6,0
CUST103713,33,F,Lucknow,HNWI,Retired,250000.0,6,2,12.429220196836383,8900.0,2,13,1,18,64,0
CUST103714,60,F,Hyderabad,Mass Affluent,Salaried,273800.0,199,1,12.520156844130765,25900.0,1,20,0,1,85,0
CUST103715,36,F,Lucknow,Retail,Salaried,442100.0,173,2,12.999293641743465,10100.0,2,81,1,1,58,0
CUST103716,39,M,Kolkata,Retail,Salaried,528000.0,115,2,13.176853456625999,9700.0,2,79,2,6,85,0
CUST103717,34,F,Ahmedabad,Corporate,Retired,406600.0,43,2,12.915587639592935,11800.0,2,98,2,9,24,0
CUST103718,57,F,Bangalore,Mass Affluent,Salaried,351900.0,43,1,12.771105165022036,26600.0,1,65,2,9,62,0
CUST103719,35,M,Ahmedabad,Mass Affluent,Salaried,250000.0,223,1,12.429220196836383,11600.0,1,78,0,4,91,0
CUST103720,55,M,Delhi,Corporate,Salaried,250000.0,61,1,12.429220196836383,19600.0,1,95,0,3,94,0
CUST103721,52,F,Bangalore,Retail,Student,370800.0,207,3,12.82342080954183,10200.0,3,77,0,13,34,0
CUST103722,61,F,Jaipur,Corporate,Salaried,250000.0,161,2,12.429220196836383,14100.0,2,58,0,6,71,0
CUST103723,74,M,Ahmedabad,HNWI,Salaried,288200.0,151,2,12.57141343235417,99400.0,2,12,3,4,43,0
CUST103724,21,M,Chennai,SME,Student,250000.0,201,5,12.429220196836383,5900.0,5,90,0,1,47,0
CUST103725,74,F,Mumbai,Retail,Salaried,261800.0,214,4,12.475339952160343,8100.0,4,62,3,6,63,0
CUST103726,26,F,Pune,Retail,Self-Employed,250000.0,69,1,12.429220196836383,16200.0,1,83,3,3,86,0
CUST103727,49,F,Bhopal,Mass Affluent,Salaried,250000.0,237,3,12.429220196836383,37100.0,3,10,0,18,96,0
CUST103728,39,F,Surat,SME,Salaried,250000.0,35,1,12.429220196836383,44600.0,1,26,1,13,45,0
CUST103729,55,F,Mumbai,SME,Salaried,250000.0,187,3,12.429220196836383,13600.0,3,34,0,14,12,0
CUST103730,59,F,Chandigarh,Retail,Salaried,254600.0,96,1,12.447452892827501,6800.0,1,0,0,10,93,0
CUST103731,67,M,Pune,Mass Affluent,Salaried,250000.0,152,1,12.429220196836383,15100.0,1,85,3,15,41,0
CUST103732,42,M,Jaipur,Retail,Business Owner,250000.0,201,5,12.429220196836383,3600.0,5,36,3,19,28,0
CUST103733,71,F,Mumbai,Mass Affluent,Salaried,434600.0,111,2,12.982183647768226,11800.0,2,60,1,17,71,0
CUST103734,38,M,Chennai,Corporate,Salaried,293200.0,25,2,12.588613659630019,2600.0,2,25,3,13,74,0
CUST103735,32,F,Kochi,HNWI,Self-Employed,250000.0,196,4,12.429220196836383,5600.0,4,22,3,10,42,0
CUST103736,41,M,Chennai,Retail,Retired,481300.0,36,1,13.084248132995254,10900.0,1,52,3,18,2,0
CUST103737,49,M,Bangalore,SME,Salaried,250000.0,170,1,12.429220196836383,6300.0,1,41,0,3,7,0
CUST103738,57,M,Delhi,Retail,Salaried,250000.0,108,2,12.429220196836383,32700.0,2,26,0,15,71,0
CUST103739,65,M,Bhopal,Mass Affluent,Salaried,250000.0,116,3,12.429220196836383,2600.0,3,33,1,13,64,0
CUST103740,33,F,Indore,Mass Affluent,Business Owner,842400.0,67,3,13.644011426885719,13800.0,3,46,2,17,34,0
CUST103741,37,F,Mumbai,Mass Affluent,Business Owner,309000.0,123,2,12.6410997921206,24900.0,2,41,1,9,38,0
CUST103742,71,F,Bhopal,HNWI,Salaried,301800.0,49,2,12.617523138763014,30800.0,2,39,2,18,46,0
CUST103743,44,M,Indore,Mass Affluent,Salaried,355000.0,59,2,12.779875885354993,11400.0,2,38,1,14,35,0
CUST103744,34,F,Kolkata,Retail,Salaried,250000.0,116,2,12.429220196836383,36700.0,2,52,0,8,43,0
CUST103745,74,M,Lucknow,Retail,Self-Employed,250000.0,190,1,12.429220196836383,15500.0,1,37,0,1,53,0
CUST103746,45,M,Hyderabad,Mass Affluent,Salaried,352600.0,126,1,12.773092385016758,16300.0,1,87,2,1,63,0
CUST103747,74,M,Hyderabad,Mass Affluent,Salaried,267700.0,211,3,12.497625965026309,4200.0,3,25,2,13,51,0
CUST103748,70,M,Surat,Mass Affluent,Salaried,1007800.0,70,4,13.823281287488511,4700.0,4,73,2,3,37,0
CUST103749,69,M,Hyderabad,Retail,Self-Employed,250000.0,9,2,12.429220196836383,19600.0,2,21,0,12,25,0
CUST103750,52,M,Kolkata,Retail,Student,472600.0,78,2,13.066006759687001,49500.0,2,89,2,5,17,0
CUST103751,64,M,Kolkata,HNWI,Salaried,435200.0,32,3,12.983563272315347,11400.0,3,76,2,15,78,0
CUST103752,72,F,Bangalore,Mass Affluent,Retired,292300.0,128,1,12.585539372236147,22200.0,1,26,1,0,21,0
CUST103753,35,F,Indore,Mass Affluent,Salaried,326000.0,237,2,12.694655727828803,58600.0,2,77,0,0,31,0
CUST103754,23,M,Surat,Mass Affluent,Self-Employed,250000.0,120,2,12.429220196836383,18500.0,2,79,1,14,16,0
CUST103755,38,M,Indore,Retail,Business Owner,250000.0,47,2,12.429220196836383,26600.0,2,22,0,13,92,0
CUST103756,55,M,Ahmedabad,Retail,Self-Employed,330900.0,142,1,12.709574515966183,18300.0,1,91,2,3,19,0
CUST103757,50,F,Bangalore,Retail,Salaried,347000.0,178,5,12.757082940769225,12600.0,5,18,2,3,10,1
CUST103758,25,F,Chennai,HNWI,Salaried,381300.0,209,1,12.851344368449087,2600.0,1,2,3,11,87,0
CUST103759,51,M,Kolkata,Retail,Business Owner,278700.0,118,1,12.537894801551152,63600.0,1,99,3,2,23,0
CUST103760,30,M,Chandigarh,Retail,Self-Employed,480300.0,105,2,13.082168269682812,7900.0,2,42,3,5,5,0
CUST103761,48,M,Hyderabad,SME,Salaried,250000.0,127,3,12.429220196836383,25600.0,3,11,1,6,29,0
CUST103762,52,M,Surat,Retail,Self-Employed,647600.0,56,3,13.381030044947488,6500.0,3,49,2,17,38,0
CUST103763,55,M,Delhi,Mass Affluent,Salaried,250000.0,31,2,12.429220196836383,18700.0,2,57,1,11,31,0
CUST103764,43,M,Chandigarh,Retail,Salaried,251500.0,186,2,12.435202244657168,6300.0,2,45,2,12,50,0
CUST103765,43,F,Lucknow,Retail,Business Owner,403700.0,38,2,12.90842978392491,5600.0,2,64,0,7,31,0
CUST103766,57,F,Pune,Retail,Salaried,250000.0,167,1,12.429220196836383,8200.0,1,11,2,6,84,0
CUST103767,61,F,Kolkata,Corporate,Salaried,420600.0,141,1,12.949439919803783,58500.0,1,79,0,2,98,0
CUST103768,64,M,Kolkata,Mass Affluent,Salaried,250000.0,116,2,12.429220196836383,8800.0,2,60,3,11,73,0
CUST103769,39,M,Hyderabad,HNWI,Retired,288000.0,94,2,12.570719231334277,6100.0,2,1,1,5,57,0
