loan_id,customer_id,loan_type,loan_amount,interest_rate,tenure_months,loan_purpose,age,annual_income,employment_type,months_on_book,num_products,segment,loan_to_income,emi_to_income,income_log,loan_amount_log,credit_bureau_score,default
LOAN204103,CUST106484,Personal Loan,193000.0,13.11,240,Home Renovation,59,250000.0,Salaried,201,1,HNWI,0.772,0.0386,12.429220196836383,12.170450649220749,456,0
LOAN204104,CUST106210,Home Loan,122000.0,11.96,12,Education,24,377600.0,Self-Employed,7,2,Retail,0.3230932203389831,0.323093220338983,12.841593361555061,11.711784520403112,436,0
LOAN204105,CUST101377,Personal Loan,115000.0,14.99,120,Wedding,61,433200.0,Salaried,130,1,HNWI,0.265466297322253,0.0265466297322253,12.978957102508893,11.652696102959753,506,0
LOAN204106,CUST102501,Home Loan,78000.0,10.75,24,Debt Consolidation,26,250000.0,Salaried,151,5,SME,0.312,0.156,12.429220196836383,11.264476926102367,454,0
LOAN204107,CUST100768,Personal Loan,113000.0,17.19,36,Medical Expense,28,316300.0,Salaried,139,5,Mass Affluent,0.3572557698387607,0.11908525661292022,12.664449570844228,11.635151947212842,427,0
LOAN204108,CUST101869,Home Loan,310000.0,13.59,120,Travel,62,250000.0,Salaried,182,4,Corporate,1.24,0.12400000000000001,12.429220196836383,12.644330802262578,424,0
LOAN204109,CUST105044,Education Loan,207000.0,10.65,240,Travel,64,250000.0,Salaried,174,3,Mass Affluent,0.828,0.0414,12.429220196836383,12.240478903153711,459,1
LOAN204110,CUST101919,Business Loan,50000.0,17.48,120,Vehicle Purchase,49,250000.0,Student,33,3,SME,0.2,0.02,12.429220196836383,10.819798284210286,406,0
LOAN204111,CUST100488,Education Loan,50000.0,9.04,84,Travel,62,378600.0,Self-Employed,191,1,Corporate,0.13206550449022716,0.01886650064146102,12.844238159063961,10.819798284210286,586,1
LOAN204112,CUST102198,Business Loan,70000.0,15.54,84,Medical Expense,51,434400.0,Salaried,169,5,SME,0.16114180478821363,0.02302025782688766,12.981723349624996,11.156264806643742,530,0
LOAN204113,CUST103229,Home Loan,154000.0,13.2,12,Business Expansion,66,250000.0,Salaried,37,5,HNWI,0.616,0.6160000000000001,12.429220196836383,11.944714374881176,408,0
LOAN204114,CUST102483,Home Loan,63000.0,12.91,24,Education,38,274900.0,Business Owner,47,1,Retail,0.2291742451800655,0.11458712259003274,12.524166311833152,11.050905878263567,504,0
LOAN204115,CUST105064,Education Loan,217000.0,12.86,60,Wedding,48,476100.0,Self-Employed,22,5,Corporate,0.4557865994538962,0.09115731989077924,13.073385295579481,12.28765724080691,563,0
LOAN204116,CUST101921,Education Loan,236000.0,14.1,240,Home Renovation,49,425100.0,Salaried,218,2,Mass Affluent,0.5551634909433074,0.027758174547165376,12.960082066731788,12.371591321286905,504,0
LOAN204117,CUST106197,Home Loan,189000.0,18.25,180,Wedding,34,250000.0,Salaried,180,1,Retail,0.756,0.0504,12.429220196836383,12.149507585033072,464,0
LOAN204118,CUST104616,Personal Loan,123000.0,16.81,84,Home Purchase,36,498000.0,Self-Employed,104,1,Mass Affluent,0.2469879518072289,0.035283993115318414,13.118357364036902,11.719947764402807,450,0
LOAN204119,CUST102824,Business Loan,78000.0,16.91,36,Debt Consolidation,54,250000.0,Salaried,188,2,Mass Affluent,0.312,0.104,12.429220196836383,11.264476926102367,394,0
LOAN204120,CUST106264,Home Loan,102000.0,14.9,12,Home Purchase,50,495100.0,Salaried,175,2,Retail,0.20601898606342153,0.2060189860634215,13.112517061141455,11.532737896139919,544,0
LOAN204121,CUST105439,Auto Loan,103000.0,15.3,180,Medical Expense,51,322600.0,Self-Employed,113,1,Corporate,0.319280843149411,0.021285389543294068,12.684171544482453,11.542493975902508,456,0
LOAN204122,CUST104530,Auto Loan,165000.0,10.0,180,Medical Expense,22,276900.0,Self-Employed,40,3,Mass Affluent,0.5958829902491874,0.03972553268327916,12.531415320564594,12.013706813470414,454,0
LOAN204123,CUST104429,Business Loan,226000.0,12.95,120,Wedding,70,250000.0,Business Owner,142,4,Retail,0.904,0.09040000000000001,12.429220196836383,12.328294703023396,300,1
LOAN204124,CUST107485,Auto Loan,160000.0,11.7,36,Wedding,67,306000.0,Retired,175,3,Corporate,0.5228758169934641,0.17429193899782133,12.631343648903034,11.982935344196433,322,0
LOAN204125,CUST107609,Auto Loan,95000.0,14.72,60,Education,22,313800.0,Salaried,228,1,Retail,0.3027405991077119,0.06054811982154238,12.65651430601914,11.461642696843066,531,0
LOAN204126,CUST106537,Business Loan,187000.0,14.62,84,Business Expansion,72,257200.0,Self-Employed,106,1,Corporate,0.7270606531881804,0.10386580759831149,12.457613159362927,12.138869243416009,390,0
LOAN204127,CUST100949,Personal Loan,50000.0,14.36,36,Debt Consolidation,36,250000.0,Salaried,184,2,Corporate,0.2,0.06666666666666667,12.429220196836383,10.819798284210286,433,0
LOAN204128,CUST103292,Home Loan,558000.0,9.56,180,Home Renovation,33,250000.0,Business Owner,52,1,HNWI,2.232,0.14880000000000002,12.429220196836383,13.232116033476537,300,0
LOAN204129,CUST104687,Auto Loan,154000.0,15.06,24,Vehicle Purchase,36,332800.0,Salaried,233,3,Retail,0.46274038461538464,0.23137019230769232,12.715299992732369,11.944714374881176,552,0
LOAN204130,CUST104870,Personal Loan,646000.0,8.62,240,Business Expansion,31,250000.0,Salaried,25,4,SME,2.584,0.1292,12.429220196836383,13.378556330751158,382,1
LOAN204131,CUST101780,Home Loan,73000.0,17.59,12,Travel,23,337400.0,Salaried,91,3,Retail,0.2163604030823948,0.21636040308239476,12.729027412930751,11.19822841866684,412,0
LOAN204132,CUST104371,Home Loan,121000.0,9.31,36,Wedding,30,292600.0,Salaried,209,2,Mass Affluent,0.41353383458646614,0.13784461152882208,12.586565185197317,11.703554089007538,410,0
LOAN204133,CUST106612,Auto Loan,116000.0,16.67,36,Home Renovation,70,551800.0,Salaried,221,1,Retail,0.21022109459949256,0.07007369819983085,13.220942753014496,11.661354090741,669,0
LOAN204134,CUST105904,Auto Loan,703000.0,9.04,48,Wedding,31,250000.0,Salaried,212,5,HNWI,2.812,0.7030000000000001,12.429220196836383,13.463113593266897,392,0
LOAN204135,CUST107647,Business Loan,285000.0,15.47,60,Education,22,418300.0,Salaried,217,2,Retail,0.6813291895768587,0.13626583791537172,12.943956548056168,12.560247968016562,583,0
LOAN204136,CUST107384,Home Loan,99000.0,9.35,48,Medical Expense,54,611800.0,Business Owner,40,1,Retail,0.16181758744687808,0.04045439686171951,13.32416234521869,11.502885230075814,481,0
LOAN204137,CUST101247,Personal Loan,52000.0,9.2,36,Business Expansion,46,250000.0,Salaried,88,2,Retail,0.208,0.06933333333333333,12.429220196836383,10.859018228147887,420,0
LOAN204138,CUST100554,Education Loan,192000.0,14.16,48,Wedding,74,709600.0,Salaried,66,2,SME,0.2705749718151071,0.06764374295377677,13.472458119221159,12.165255859329688,633,0
LOAN204139,CUST107789,Auto Loan,63000.0,17.06,36,Debt Consolidation,70,456400.0,Salaried,221,1,Mass Affluent,0.13803680981595093,0.046012269938650305,13.03112708802813,11.050905878263567,625,0
LOAN204140,CUST107139,Education Loan,50000.0,12.68,84,Home Purchase,37,250000.0,Salaried,207,2,Mass Affluent,0.2,0.02857142857142857,12.429220196836383,10.819798284210286,509,0
LOAN204141,CUST100008,Auto Loan,101000.0,14.73,84,Education,31,250000.0,Business Owner,10,2,HNWI,0.404,0.05771428571428571,12.429220196836383,11.522885696764481,405,1
LOAN204142,CUST102222,Auto Loan,289000.0,10.33,12,Travel,22,250000.0,Salaried,218,3,Corporate,1.156,1.156,12.429220196836383,12.574185427296195,477,0
LOAN204143,CUST101752,Business Loan,177000.0,14.67,120,Medical Expense,54,571900.0,Retired,97,3,Corporate,0.30949466689980765,0.030949466689980765,13.256721178459319,12.083910661257521,527,0
LOAN204144,CUST100091,Home Loan,1310000.0,17.17,180,Business Expansion,64,250000.0,Self-Employed,56,3,Retail,5.24,0.34933333333333333,12.429220196836383,14.085538458535822,309,0
LOAN204145,CUST101785,Business Loan,50000.0,10.27,240,Vehicle Purchase,34,541900.0,Business Owner,193,3,HNWI,0.09226794611551947,0.004613397305775973,13.202838606911426,10.819798284210286,540,0
LOAN204146,CUST104286,Home Loan,155000.0,10.66,24,Wedding,59,496900.0,Salaried,215,3,Mass Affluent,0.31193399074260414,0.15596699537130207,13.116146090065747,11.951186847493476,481,0
LOAN204147,CUST100318,Home Loan,83000.0,17.37,240,Education,71,250000.0,Salaried,181,2,Mass Affluent,0.332,0.0166,12.429220196836383,11.326607934898927,322,1
LOAN204148,CUST107045,Personal Loan,371000.0,13.3,84,Wedding,26,250000.0,Salaried,188,2,Corporate,1.484,0.21200000000000002,12.429220196836383,12.82396003700373,559,1
LOAN204149,CUST101091,Education Loan,50000.0,13.02,240,Travel,45,544000.0,Student,71,4,Mass Affluent,0.09191176470588236,0.004595588235294118,13.206706364071684,10.819798284210286,559,0
LOAN204150,CUST105635,Home Loan,222000.0,11.28,240,Wedding,53,250000.0,Retired,18,2,Mass Affluent,0.888,0.0444,12.429220196836383,12.310437165348775,361,0
LOAN204151,CUST102961,Personal Loan,476000.0,14.63,180,Wedding,43,250000.0,Salaried,205,1,Retail,1.904,0.12693333333333334,12.429220196836383,13.073175234051686,467,0
LOAN204152,CUST101021,Business Loan,191000.0,12.64,24,Medical Expense,24,250000.0,Student,60,5,Retail,0.764,0.382,12.429220196836383,12.160033942617156,303,0
LOAN204153,CUST101482,Home Loan,62000.0,10.5,240,Vehicle Purchase,36,466100.0,Salaried,91,3,Retail,0.1330186655224201,0.006650933276121004,13.052157627820877,11.034905792929415,510,0
LOAN204154,CUST100851,Education Loan,210000.0,10.12,180,Wedding,64,250000.0,Business Owner,137,3,SME,0.84,0.05600000000000001,12.429220196836383,12.25486757159303,300,1
LOAN204155,CUST105926,Auto Loan,326000.0,13.73,120,Wedding,61,250000.0,Self-Employed,218,3,Retail,1.304,0.1304,12.429220196836383,12.694655727828803,541,1
LOAN204156,CUST104223,Home Loan,342000.0,9.86,60,Vehicle Purchase,49,250000.0,Business Owner,173,1,Corporate,1.368,0.2736,12.429220196836383,12.742568940017076,553,0
LOAN204157,CUST103825,Auto Loan,150000.0,18.11,36,Travel,69,570000.0,Self-Employed,189,2,Mass Affluent,0.2631578947368421,0.08771929824561404,13.25339339419516,11.918397239722838,616,0
LOAN204158,CUST106770,Personal Loan,278000.0,11.19,12,Business Expansion,51,250000.0,Salaried,162,1,Mass Affluent,1.112,1.112,12.429220196836383,12.535379989788607,309,0
LOAN204159,CUST104818,Home Loan,167000.0,10.34,120,Education,49,529200.0,Salaried,195,2,Corporate,0.31557067271352984,0.03155706727135299,13.1791236008659,12.025755079404917,654,0
LOAN204160,CUST100131,Personal Loan,806000.0,12.05,240,Debt Consolidation,50,250000.0,Self-Employed,212,1,Retail,3.224,0.1612,12.429220196836383,13.599840262182784,304,0
LOAN204161,CUST101296,Home Loan,413000.0,18.23,84,Education,35,250000.0,Salaried,197,4,Retail,1.652,0.23600000000000002,12.429220196836383,12.931205293247745,357,0
LOAN204162,CUST105807,Education Loan,110000.0,13.05,240,Home Renovation,74,732700.0,Salaried,23,3,Corporate,0.15012965743141804,0.0075064828715709015,13.50449298496219,11.608244735642321,596,0
LOAN204163,CUST105456,Education Loan,50000.0,11.8,12,Vehicle Purchase,29,250000.0,Business Owner,121,1,HNWI,0.2,0.20000000000000004,12.429220196836383,10.819798284210286,480,1
LOAN204164,CUST100993,Business Loan,961000.0,8.93,84,Business Expansion,44,381100.0,Business Owner,205,1,Retail,2.521647861453687,0.3602354087790981,12.850819710841716,13.775730728534615,398,0
LOAN204165,CUST104254,Home Loan,384000.0,9.16,12,Home Purchase,39,250000.0,Salaried,79,1,Retail,1.536,1.536,12.429220196836383,12.85840043573314,363,0
LOAN204166,CUST107657,Home Loan,68000.0,15.99,36,Debt Consolidation,71,250000.0,Salaried,211,5,Retail,0.272,0.09066666666666667,12.429220196836383,11.127277689932466,505,0
LOAN204167,CUST101358,Auto Loan,140000.0,15.77,24,Home Purchase,26,262100.0,Salaried,190,1,Retail,0.5341472720335749,0.26707363601678746,12.476485204641877,11.849404844423074,384,0
LOAN204168,CUST105893,Personal Loan,358000.0,16.03,60,Debt Consolidation,38,250000.0,Business Owner,93,1,Retail,1.432,0.28640000000000004,12.429220196836383,12.788291058675025,300,0
LOAN204169,CUST105365,Home Loan,293000.0,15.35,120,Home Renovation,29,250000.0,Self-Employed,158,5,Retail,1.172,0.1172,12.429220196836383,12.587931300962664,442,0
LOAN204170,CUST100803,Auto Loan,183000.0,10.05,180,Home Purchase,70,250000.0,Self-Employed,113,2,Retail,0.732,0.0488,12.429220196836383,12.117246896289503,387,0
LOAN204171,CUST104340,Personal Loan,346000.0,11.65,84,Wedding,23,250000.0,Retired,94,1,Mass Affluent,1.384,0.19771428571428573,12.429220196836383,12.754196944209095,428,0
LOAN204172,CUST101562,Auto Loan,1036000.0,10.0,12,Vehicle Purchase,34,784400.0,Salaried,199,2,HNWI,1.320754716981132,1.320754716981132,13.572675648163282,13.850878667052065,665,0
LOAN204173,CUST107411,Personal Loan,251000.0,15.8,240,Home Renovation,29,250000.0,Salaried,141,1,Retail,1.004,0.0502,12.429220196836383,12.433212202169729,396,0
LOAN204174,CUST101459,Education Loan,101000.0,12.75,36,Travel,48,382300.0,Salaried,125,2,Mass Affluent,0.2641904263667277,0.08806347545557591,12.853963535427878,11.522885696764481,537,0
LOAN204175,CUST107263,Home Loan,171000.0,18.35,24,Home Purchase,73,250000.0,Salaried,218,3,Retail,0.684,0.342,12.429220196836383,12.049424683420915,428,0
LOAN204176,CUST103961,Personal Loan,51000.0,12.6,84,Medical Expense,67,645900.0,Salaried,189,4,Mass Affluent,0.07895959126799815,0.01127994160971402,13.378401520246646,10.839600519357369,645,0
LOAN204177,CUST106514,Home Loan,346000.0,13.07,240,Business Expansion,64,351500.0,Retired,121,2,Retail,0.984352773826458,0.0492176386913229,12.769967835179024,12.754196944209095,482,0
LOAN204178,CUST106332,Home Loan,99000.0,18.2,36,Home Purchase,33,370000.0,Salaried,127,1,Retail,0.26756756756756755,0.0891891891891892,12.821260987319457,11.502885230075814,501,0
LOAN204179,CUST107398,Auto Loan,96000.0,12.12,120,Travel,23,250000.0,Self-Employed,172,4,Corporate,0.384,0.038400000000000004,12.429220196836383,11.472113887062386,432,0
LOAN204180,CUST106842,Personal Loan,208000.0,13.82,12,Home Purchase,47,879400.0,Business Owner,68,3,Retail,0.23652490334318854,0.23652490334318854,13.686996272867159,12.245298166364206,612,0
LOAN204181,CUST102239,Business Loan,84000.0,11.99,48,Wedding,68,250000.0,Salaried,51,5,Retail,0.336,0.084,12.429220196836383,11.338583982516495,350,1
LOAN204182,CUST107972,Education Loan,146000.0,16.8,240,Wedding,44,398200.0,Retired,202,1,Corporate,0.3666499246609744,0.01833249623304872,12.894712181909934,11.891368749982085,483,0
LOAN204183,CUST102131,Auto Loan,299000.0,13.03,60,Debt Consolidation,73,250000.0,Salaried,62,4,SME,1.196,0.2392,12.429220196836383,12.608202196848836,322,1
LOAN204184,CUST102958,Business Loan,228000.0,11.03,12,Travel,48,250000.0,Salaried,74,2,Corporate,0.912,0.912,12.429220196836383,12.337105293891872,462,0
LOAN204185,CUST105481,Home Loan,97000.0,15.46,180,Education,26,474300.0,Salaried,171,1,Retail,0.20451191229179844,0.013634127486119897,13.06959742023368,11.48247656671073,596,0
LOAN204186,CUST102278,Business Loan,159000.0,14.03,24,Debt Consolidation,40,430700.0,Salaried,32,5,Mass Affluent,0.3691664731831902,0.1845832365915951,12.973169392841225,11.976665770490767,388,1
LOAN204187,CUST106952,Education Loan,163000.0,13.65,180,Business Expansion,64,510900.0,Business Owner,151,3,SME,0.31904482286161673,0.021269654857441117,13.143931112647175,12.001511614739405,422,0
LOAN204188,CUST105538,Auto Loan,52000.0,11.05,180,Debt Consolidation,65,606200.0,Salaried,181,3,Mass Affluent,0.08578027053777632,0.005718684702518422,13.314966893225067,10.859018228147887,583,0
LOAN204189,CUST103086,Education Loan,142000.0,8.69,24,Education,30,314000.0,Retired,119,3,Retail,0.45222929936305734,0.22611464968152867,12.657151449598695,11.863589378812122,507,0
LOAN204190,CUST105085,Personal Loan,90000.0,12.38,60,Debt Consolidation,39,250000.0,Business Owner,145,2,Retail,0.36,0.07200000000000001,12.429220196836383,11.407576060361786,488,0
LOAN204191,CUST106978,Education Loan,55000.0,11.75,60,Medical Expense,54,374900.0,Salaried,118,2,Retail,0.1467057882101894,0.029341157642037874,12.834417270098413,10.915106645867503,448,0
LOAN204192,CUST101587,Auto Loan,107000.0,17.43,12,Medical Expense,25,272400.0,Salaried,89,3,HNWI,0.39280469897209985,0.39280469897209985,12.51503052432271,11.580593459194764,484,0
LOAN204193,CUST100091,Business Loan,64000.0,15.93,240,Home Purchase,64,250000.0,Self-Employed,56,3,Retail,0.256,0.012800000000000002,12.429220196836383,11.06665398721974,393,0
LOAN204194,CUST103842,Business Loan,81000.0,17.56,84,Education,51,1029100.0,Salaried,90,3,Retail,0.0787095520357594,0.011244221719394201,13.844196163546576,11.302216779257382,662,0
LOAN204195,CUST102500,Auto Loan,72000.0,14.86,12,Travel,58,744600.0,Salaried,184,2,Retail,0.09669621273166801,0.09669621273166801,13.520603783422807,11.184435286790631,547,0
LOAN204196,CUST100785,Personal Loan,62000.0,16.75,84,Travel,52,250000.0,Salaried,206,2,Retail,0.248,0.03542857142857143,12.429220196836383,11.034905792929415,372,0
LOAN204197,CUST105765,Personal Loan,333000.0,15.84,48,Debt Consolidation,50,250000.0,Salaried,178,3,Retail,1.332,0.333,12.429220196836383,12.715900771961074,419,0
LOAN204198,CUST104062,Business Loan,96000.0,13.65,240,Home Renovation,55,301300.0,Salaried,122,2,Mass Affluent,0.31861931629605045,0.015930965814802522,12.615865044064096,11.472113887062386,530,0
LOAN204199,CUST102561,Education Loan,320000.0,17.26,120,Education,40,386900.0,Salaried,140,2,SME,0.8270871026104937,0.08270871026104935,12.86592412533246,12.676079399771027,379,0
LOAN204200,CUST100577,Education Loan,586000.0,14.25,12,Home Renovation,49,310200.0,Self-Employed,154,1,SME,1.889103803997421,1.889103803997421,12.644975753446007,13.281076775042335,421,0
LOAN204201,CUST107212,Auto Loan,88000.0,12.06,240,Home Renovation,48,448100.0,Salaried,194,2,SME,0.19638473555010041,0.009819236777505022,13.012773932416467,11.385103457032141,528,0
LOAN204202,CUST101949,Business Loan,254000.0,13.0,12,Business Expansion,38,618800.0,Business Owner,6,3,Retail,0.41047188106011634,0.4104718810601164,13.33553901371077,12.445093483000798,549,0
LOAN204203,CUST104366,Education Loan,60000.0,17.66,180,Wedding,29,250000.0,Salaried,42,5,Retail,0.24,0.016,12.429220196836383,11.002116507732017,300,0
LOAN204204,CUST104356,Business Loan,172000.0,11.56,24,Home Purchase,73,253100.0,Retired,158,4,HNWI,0.6795732911892532,0.3397866455946266,12.441543897532917,12.055255569732177,462,0
LOAN204205,CUST105812,Business Loan,190000.0,17.33,36,Debt Consolidation,37,250000.0,Self-Employed,30,2,Mass Affluent,0.76,0.25333333333333335,12.429220196836383,12.154784614286667,356,0
LOAN204206,CUST105293,Education Loan,1133000.0,13.25,60,Business Expansion,60,353400.0,Self-Employed,177,3,Retail,3.2059988681380873,0.6411997736276174,12.775358668518512,13.940380422622287,399,0
LOAN204207,CUST101410,Business Loan,340000.0,17.92,12,Wedding,24,250000.0,Student,58,2,Corporate,1.36,1.36,12.429220196836383,12.73670383776449,333,0
LOAN204208,CUST106592,Home Loan,97000.0,15.4,180,Medical Expense,40,250000.0,Retired,212,1,Retail,0.388,0.02586666666666667,12.429220196836383,11.48247656671073,454,0
LOAN204209,CUST106636,Home Loan,50000.0,9.96,84,Wedding,26,250000.0,Business Owner,81,2,HNWI,0.2,0.02857142857142857,12.429220196836383,10.819798284210286,422,0
LOAN204210,CUST100168,Home Loan,134000.0,11.82,48,Vehicle Purchase,39,816700.0,Self-Employed,41,3,Retail,0.1640749357169095,0.04101873392922738,13.613028333785437,11.80560254159177,519,0
LOAN204211,CUST106790,Home Loan,217000.0,11.69,180,Home Renovation,67,250000.0,Self-Employed,51,1,Mass Affluent,0.868,0.05786666666666668,12.429220196836383,12.28765724080691,301,0
LOAN204212,CUST106649,Auto Loan,297000.0,16.4,36,Business Expansion,53,250000.0,Salaried,187,3,Retail,1.188,0.396,12.429220196836383,12.601490784782536,508,0
LOAN204213,CUST101576,Business Loan,98000.0,10.07,120,Business Expansion,50,384600.0,Salaried,84,3,Retail,0.2548101924076963,0.02548101924076963,12.85996171223744,11.49273296168228,425,0
LOAN204214,CUST104610,Business Loan,229000.0,8.7,84,Wedding,25,404900.0,Salaried,77,4,Retail,0.5655717461101507,0.08079596373002153,12.91139787176282,12.34148164933907,486,0
LOAN204215,CUST106312,Auto Loan,244000.0,12.45,120,Home Purchase,23,365200.0,Salaried,154,1,Mass Affluent,0.6681270536692223,0.06681270536692223,12.808203165924832,12.404927602627597,532,0
LOAN204216,CUST106630,Business Loan,125000.0,9.33,24,Travel,47,250000.0,Salaried,127,3,Retail,0.5,0.25,12.429220196836383,11.736077016252437,339,0
LOAN204217,CUST103087,Auto Loan,119000.0,11.77,36,Wedding,30,306100.0,Self-Employed,216,3,HNWI,0.38876184253511925,0.12958728084503976,12.631670391834408,11.686887175419702,449,0
LOAN204218,CUST102483,Auto Loan,116000.0,11.58,36,Vehicle Purchase,38,274900.0,Business Owner,47,1,Retail,0.4219716260458348,0.14065720868194495,12.524166311833152,11.661354090741,433,0
LOAN204219,CUST106863,Personal Loan,184000.0,9.81,120,Business Expansion,51,252300.0,Self-Employed,125,1,Corporate,0.729290527150218,0.0729290527150218,12.438378098156768,12.122696471358964,532,0
LOAN204220,CUST105489,Business Loan,267000.0,16.76,180,Travel,40,250000.0,Self-Employed,32,3,HNWI,1.068,0.0712,12.429220196836383,12.495007682693725,469,0
LOAN204221,CUST100654,Auto Loan,154000.0,10.03,180,Travel,50,336200.0,Salaried,211,2,Retail,0.4580606781677573,0.03053737854451715,12.725464474372217,11.944714374881176,470,1
LOAN204222,CUST105299,Home Loan,166000.0,13.92,84,Home Purchase,66,250000.0,Salaried,165,5,Retail,0.664,0.09485714285714286,12.429220196836383,12.019749091416921,419,0
LOAN204223,CUST101661,Personal Loan,158000.0,9.44,12,Medical Expense,53,250000.0,Student,134,1,Mass Affluent,0.632,0.632,12.429220196836383,11.970356641102999,416,0
LOAN204224,CUST107134,Personal Loan,50000.0,15.46,180,Home Renovation,21,260900.0,Self-Employed,142,3,Retail,0.19164430816404754,0.012776287210936502,12.471896304003637,10.819798284210286,397,1
LOAN204225,CUST100448,Business Loan,176000.0,12.93,24,Debt Consolidation,49,486400.0,Business Owner,49,4,Corporate,0.3618421052631579,0.18092105263157893,13.094788665553034,12.07824495582233,455,1
LOAN204226,CUST106649,Education Loan,124000.0,10.06,36,Vehicle Purchase,53,250000.0,Salaried,187,3,Retail,0.496,0.16533333333333333,12.429220196836383,11.728044909070785,432,0
LOAN204227,CUST100898,Home Loan,103000.0,9.1,24,Wedding,24,250000.0,Self-Employed,107,4,HNWI,0.412,0.20600000000000002,12.429220196836383,11.542493975902508,402,1
LOAN204228,CUST103176,Education Loan,351000.0,13.85,240,Home Purchase,54,403100.0,Salaried,101,2,Retail,0.8707516745224511,0.043537583726122556,12.906942429876182,12.768544351446794,447,1
LOAN204229,CUST100572,Home Loan,521000.0,10.41,180,Travel,36,250000.0,Salaried,185,3,Mass Affluent,2.084,0.13893333333333333,12.429220196836383,13.163507240119458,394,0
LOAN204230,CUST102231,Education Loan,317000.0,14.93,240,Vehicle Purchase,24,277700.0,Salaried,117,3,Retail,1.1415196254951387,0.05707598127475692,12.53430027429669,12.666660207428574,332,0
LOAN204231,CUST104786,Personal Loan,623000.0,14.93,12,Home Purchase,51,250000.0,Salaried,34,2,Retail,2.492,2.492,12.429220196836383,13.342303402904738,300,0
LOAN204232,CUST107387,Auto Loan,318000.0,15.67,12,Travel,50,517400.0,Salaried,96,2,Mass Affluent,0.6146115191341321,0.6146115191341323,13.156573481472824,12.669809806411457,557,0
LOAN204233,CUST101152,Business Loan,467000.0,12.08,180,Vehicle Purchase,44,250000.0,Business Owner,18,1,Retail,1.868,0.12453333333333333,12.429220196836383,13.054086677976365,300,0
LOAN204234,CUST104053,Personal Loan,112000.0,12.91,24,Medical Expense,64,250000.0,Salaried,216,2,HNWI,0.448,0.22400000000000003,12.429220196836383,11.626263078808801,488,0
LOAN204235,CUST103183,Auto Loan,90000.0,12.87,48,Business Expansion,24,254000.0,Business Owner,80,1,Mass Affluent,0.3543307086614173,0.08858267716535433,12.445093483000798,11.407576060361786,314,0
LOAN204236,CUST100269,Personal Loan,95000.0,14.28,48,Debt Consolidation,52,495000.0,Salaried,148,3,Retail,0.1919191919191919,0.04797979797979798,13.112315061750808,11.461642696843066,448,0
LOAN204237,CUST107156,Business Loan,374000.0,15.18,12,Medical Expense,60,344000.0,Self-Employed,114,2,Mass Affluent,1.0872093023255813,1.0872093023255813,12.748399843328054,12.832013750189885,440,0
LOAN204238,CUST104681,Education Loan,118000.0,11.29,120,Wedding,30,402100.0,Business Owner,79,4,Mass Affluent,0.29345933847301664,0.029345933847301664,12.90445857982582,11.678448377988165,559,0
LOAN204239,CUST101177,Auto Loan,255000.0,16.26,240,Education,31,250000.0,Business Owner,42,1,Retail,1.02,0.051000000000000004,12.429220196836383,12.449022745701502,310,1
LOAN204240,CUST101630,Business Loan,414000.0,18.16,12,Medical Expense,51,862100.0,Salaried,239,1,Retail,0.48022271198236866,0.4802227119823686,13.667127712155585,12.933623668263472,638,0
LOAN204241,CUST106946,Auto Loan,130000.0,9.31,60,Medical Expense,46,418900.0,Salaried,225,2,Mass Affluent,0.31033659584626405,0.062067319169252795,12.945389894136861,11.775297421715827,434,0
LOAN204242,CUST103759,Auto Loan,86000.0,9.56,84,Vehicle Purchase,51,278700.0,Business Owner,118,1,Retail,0.30857552924291354,0.044082218463273364,12.537894801551152,11.362114203075018,362,0
LOAN204243,CUST107952,Education Loan,245000.0,9.32,60,Wedding,70,352000.0,Business Owner,108,3,Mass Affluent,0.6960227272727273,0.13920454545454547,12.771389295485289,12.409017571151187,442,0
LOAN204244,CUST100598,Personal Loan,50000.0,14.21,36,Debt Consolidation,54,250000.0,Business Owner,48,4,Mass Affluent,0.2,0.06666666666666667,12.429220196836383,10.819798284210286,387,1
LOAN204245,CUST107089,Personal Loan,78000.0,11.47,120,Home Renovation,38,398200.0,Self-Employed,165,1,Retail,0.19588146659969866,0.019588146659969864,12.894712181909934,11.264476926102367,546,0
LOAN204246,CUST102513,Auto Loan,234000.0,9.46,24,Home Renovation,61,250000.0,Business Owner,231,3,Mass Affluent,0.936,0.468,12.429220196836383,12.36308066783498,416,1
LOAN204247,CUST103520,Auto Loan,156000.0,11.6,84,Vehicle Purchase,65,759200.0,Self-Employed,29,1,Retail,0.2054794520547945,0.02935420743639922,13.540021843452962,11.957617696467539,469,0
LOAN204248,CUST103315,Business Loan,78000.0,17.16,60,Business Expansion,66,382100.0,Salaried,192,3,Mass Affluent,0.204135043182413,0.040827008636482594,12.853440250547505,11.264476926102367,577,0
LOAN204249,CUST107119,Home Loan,552000.0,17.77,24,Education,48,250000.0,Self-Employed,185,1,Retail,2.208,1.104,12.429220196836383,13.221305136851795,373,0
LOAN204250,CUST106827,Personal Loan,71000.0,18.19,240,Home Renovation,23,250000.0,Retired,131,1,Retail,0.284,0.014199999999999999,12.429220196836383,11.170449240431308,467,0
LOAN204251,CUST106116,Education Loan,363000.0,12.96,120,Travel,66,250000.0,Business Owner,189,2,Retail,1.452,0.1452,12.429220196836383,12.80216086806413,330,0
