txn_id,customer_id,amount,txn_type,channel,merchant,hour_of_day,day_of_week,is_international,amount_log,is_night_txn,is_weekend,is_high_amount,is_fraud
TXN1070152,CUST104705,21.01,RTGS,POS Terminal,Reliance,21,4,0,3.0914968955383704,0,0,0,0
TXN1070153,CUST106119,18.93,POS,POS Terminal,DMart,21,3,0,2.9922261342247034,0,0,0,0
TXN1070154,CUST106083,21.57,Online Transfer,POS Terminal,DMart,8,1,0,3.1166215908294443,0,0,0,0
TXN1070155,CUST103450,861.03,Cheque,Internet Banking,Reliance,2,1,0,6.759290072842313,1,0,0,0
TXN1070156,CUST107432,2412.21,RTGS,Branch,Flipkart,15,6,0,7.788713090433373,0,1,0,0
TXN1070157,CUST104619,165.37,Cheque,Branch,Big Bazaar,0,4,0,5.1142142236716515,1,0,0,0
TXN1070158,CUST106204,460.97,Online Transfer,Branch,Unknown Merchant,9,0,1,6.135499953908432,0,0,0,1
TXN1070159,CUST104111,1499.79,ATM Withdrawal,Mobile App,Reliance,6,3,1,7.313746915116755,0,0,0,0
TXN1070160,CUST106810,1137.98,Online Transfer,Mobile App,Petrol Pump,18,3,0,7.037888404030506,0,0,0,0
TXN1070161,CUST105689,895.34,Online Transfer,Branch,Swiggy,15,5,0,6.798319805282281,0,1,0,0
TXN1070162,CUST104716,2655.59,Online Transfer,Internet Banking,Zomato,8,6,0,7.884798624481426,0,1,0,0
TXN1070163,CUST103719,1182.6,UPI Payment,Internet Banking,Pharmacy,22,1,0,7.076315920526055,0,0,0,0
TXN1070164,CUST103078,82.86,RTGS,Internet Banking,Zomato,6,0,0,4.429148741742616,0,0,0,0
TXN1070165,CUST105990,675.25,RTGS,Branch,Zomato,9,2,1,6.516562830160691,0,0,0,0
TXN1070166,CUST102613,11528.28,Online Transfer,Mobile App,Zomato,6,5,0,9.352645165519704,0,1,0,0
TXN1070167,CUST104212,266.11,Cheque,Mobile App,IRCTC,9,5,0,5.5876605585764505,0,1,0,0
TXN1070168,CUST105006,1457.74,International,POS Terminal,DMart,4,0,0,7.285328328393036,1,0,0,0
TXN1070169,CUST104842,12994.52,RTGS,Internet Banking,Pharmacy,22,6,0,9.47235996166553,0,1,0,0
TXN1070170,CUST106692,159.31,International,POS Terminal,Flipkart,16,4,0,5.077109440701582,0,0,0,0
TXN1070171,CUST106196,38.36,Online Transfer,Branch,Pharmacy,2,2,0,3.6727500721840527,1,0,0,0
TXN1070172,CUST101929,383.95,RTGS,ATM,Unknown Merchant,21,3,0,5.953113455724059,0,0,0,0
TXN1070173,CUST106618,150.18,Cheque,POS Terminal,Petrol Pump,17,4,0,5.018471179864031,0,0,0,0
TXN1070174,CUST106423,450.82,Cheque,ATM,Jeweller,23,3,0,6.113283870429076,1,0,0,0
TXN1070175,CUST102522,44.4,International,Internet Banking,Hospital,21,3,0,3.8155121050473024,0,0,0,0
TXN1070176,CUST102895,49.89,UPI Payment,ATM,Pharmacy,0,3,0,3.9296664406007413,1,0,0,0
TXN1070177,CUST106698,297.67,Online Transfer,Mobile App,Hospital,10,0,0,5.6993392849588265,0,0,0,0
TXN1070178,CUST103987,171.49,RTGS,POS Terminal,Zomato,18,0,0,5.150339263776537,0,0,0,0
TXN1070179,CUST103679,7235.32,Online Transfer,Mobile App,Flipkart,2,1,0,8.88686806886517,1,0,0,0
TXN1070180,CUST105416,113.11,ATM Withdrawal,Branch,Flipkart,11,3,0,4.7371628954465885,0,0,0,0
TXN1070181,CUST103732,198.45,Cheque,POS Terminal,Jeweller,20,2,0,5.295563578351415,0,0,0,0
TXN1070182,CUST102230,965.61,Cheque,Internet Banking,IRCTC,21,4,0,6.873795104898541,0,0,0,0
TXN1070183,CUST107471,49754.11,POS,Mobile App,DMart,18,0,0,10.814868450879901,0,0,0,0
TXN1070184,CUST101739,273.22,NEFT,ATM,Jeweller,21,0,0,5.613930703928509,0,0,0,0
TXN1070185,CUST103617,2373.71,ATM Withdrawal,ATM,Swiggy,10,6,0,7.772630603750129,0,1,0,0
TXN1070186,CUST105845,189.59,RTGS,Mobile App,Zomato,0,5,0,5.2501245239465515,1,1,0,0
TXN1070187,CUST106492,38.57,International,Internet Banking,Flipkart,21,6,0,3.6780712553973327,0,1,0,0
TXN1070188,CUST104054,96.44,International,Mobile App,Electronics Store,22,6,0,4.579236803961587,0,1,0,0
TXN1070189,CUST106246,233.8,ATM Withdrawal,Branch,Jeweller,12,5,0,5.458734087953942,0,1,0,0
TXN1070190,CUST102780,9038.94,Online Transfer,Mobile App,Pharmacy,10,3,0,9.109407816196054,0,0,0,0
TXN1070191,CUST107998,1912.63,UPI Payment,POS Terminal,Petrol Pump,0,5,0,7.556757240890951,1,1,0,0
TXN1070192,CUST106471,1609.83,Online Transfer,Branch,Jeweller,21,6,0,7.384504853089938,0,1,0,0
TXN1070193,CUST104261,184.28,NEFT,ATM,Petrol Pump,21,2,1,5.221868194384631,0,0,0,0
TXN1070194,CUST100559,141.02,ATM Withdrawal,Internet Banking,Electronics Store,12,4,0,4.9559678927539474,0,0,0,0
TXN1070195,CUST106894,77.8,Cheque,Branch,IRCTC,14,2,0,4.366912996863833,0,0,0,0
TXN1070196,CUST105595,1579.08,RTGS,Mobile App,Electronics Store,6,1,0,7.365230757650602,0,0,0,0
TXN1070197,CUST105121,2468.85,International,ATM,Amazon,23,6,0,7.8119126990330185,1,1,0,0
TXN1070198,CUST102721,2170.64,International,Internet Banking,Jeweller,21,5,0,7.68323792146011,0,1,0,0
TXN1070199,CUST106635,37.5,NEFT,Mobile App,DMart,15,6,0,3.6506582412937387,0,1,0,0
TXN1070200,CUST106007,88.22,Online Transfer,Internet Banking,Zomato,14,5,0,4.491105229700119,0,1,0,0
TXN1070201,CUST107268,16590.89,NEFT,ATM,Electronics Store,9,0,0,9.716669300746272,0,0,0,0
TXN1070202,CUST105543,1500.57,RTGS,Internet Banking,Swiggy,23,2,0,7.3142665063833245,1,0,0,0
TXN1070203,CUST107841,2919.0,UPI Payment,Internet Banking,Swiggy,10,2,0,7.979338895262328,0,0,0,0
TXN1070204,CUST104081,317.67,International,POS Terminal,Jeweller,11,3,0,5.764156084579629,0,0,0,0
TXN1070205,CUST100195,1928.71,Cheque,POS Terminal,DMart,0,1,0,7.565125011541549,1,0,0,0
TXN1070206,CUST106930,196.48,Online Transfer,Branch,Electronics Store,9,5,0,5.285637313390662,0,1,0,0
TXN1070207,CUST106772,1277.23,NEFT,Branch,Big Bazaar,19,1,0,7.153231587446152,0,0,0,0
TXN1070208,CUST100144,333.69,RTGS,Branch,Jeweller,13,6,1,5.813204730268699,0,1,0,0
TXN1070209,CUST105998,336.31,POS,Mobile App,Unknown Merchant,18,6,0,5.821002388826475,0,1,0,0
TXN1070210,CUST102798,415.03,NEFT,Mobile App,Amazon,10,1,0,6.030757373045689,0,0,0,0
TXN1070211,CUST107711,10.0,POS,Internet Banking,Big Bazaar,23,6,0,2.3978952727983707,1,1,0,0
TXN1070212,CUST106888,45.9,Online Transfer,Internet Banking,Petrol Pump,17,3,1,3.8480176754522337,0,0,0,0
TXN1070213,CUST103585,3225.05,NEFT,ATM,Unknown Merchant,16,0,0,8.079013757635101,0,0,0,1
TXN1070214,CUST106173,1233.06,International,Mobile App,Big Bazaar,3,4,0,7.118064825649593,1,0,0,0
TXN1070215,CUST101032,1094.49,ATM Withdrawal,Internet Banking,Myntra,14,3,1,6.998957030741919,0,0,0,0
TXN1070216,CUST100546,36.92,Online Transfer,ATM,Pharmacy,23,5,0,3.6354786773868213,1,1,0,0
TXN1070217,CUST105479,158.99,Online Transfer,Mobile App,Petrol Pump,3,1,0,5.075111313280621,1,0,0,0
TXN1070218,CUST107143,3037.05,UPI Payment,Internet Banking,Electronics Store,11,6,0,8.018971141216465,0,1,0,0
TXN1070219,CUST104631,30.51,Online Transfer,Mobile App,Amazon,9,5,0,3.4503049557691834,0,1,0,0
TXN1070220,CUST100649,111.1,Cheque,Internet Banking,Myntra,17,5,0,4.719391330078114,0,1,0,0
TXN1070221,CUST106196,26.86,International,Mobile App,Pharmacy,23,0,0,3.3271919683516598,1,0,0,0
TXN1070222,CUST104585,1190.14,International,Branch,IRCTC,12,5,0,7.0826661107258,0,1,0,1
TXN1070223,CUST101746,116.77,Online Transfer,Internet Banking,Swiggy,2,2,0,4.768733569853457,1,0,0,0
TXN1070224,CUST102100,3780.45,Cheque,Branch,Zomato,9,4,1,8.237862812942373,0,0,0,0
TXN1070225,CUST107219,530.88,UPI Payment,Internet Banking,Amazon,2,3,0,6.276417899988505,1,0,0,0
TXN1070226,CUST106705,817.83,Online Transfer,Branch,Petrol Pump,6,2,0,6.707876492099822,0,0,0,0
TXN1070227,CUST100809,983.62,POS,Mobile App,Petrol Pump,3,2,0,6.892255779935185,1,0,0,0
TXN1070228,CUST102161,6018.82,UPI Payment,Mobile App,Electronics Store,7,3,0,8.702812637523618,0,0,0,0
TXN1070229,CUST103868,1297.14,UPI Payment,POS Terminal,Hospital,11,3,0,7.1686877496912045,0,0,0,0
TXN1070230,CUST103944,3134.35,Online Transfer,Mobile App,Petrol Pump,22,5,0,8.050496089578655,0,1,0,0
TXN1070231,CUST100605,133.51,NEFT,Mobile App,Amazon,20,4,0,4.90163854572049,0,0,0,0
TXN1070232,CUST100691,114.05,NEFT,Branch,Reliance,16,0,0,4.745366816481375,0,0,0,0
TXN1070233,CUST103804,26.53,RTGS,Branch,DMart,16,2,0,3.315276319154516,0,0,0,0
TXN1070234,CUST101731,1032.82,UPI Payment,Mobile App,Electronics Store,15,5,0,6.941015958676566,0,1,0,0
TXN1070235,CUST105361,192.52,RTGS,POS Terminal,Swiggy,9,0,0,5.265380866301772,0,0,0,0
TXN1070236,CUST106054,326.56,Online Transfer,Branch,IRCTC,5,4,0,5.7916712444019876,1,0,0,0
TXN1070237,CUST105671,417.65,International,Internet Banking,Jeweller,6,2,0,6.037035248650441,0,0,0,1
TXN1070238,CUST107204,959.14,POS,Internet Banking,Petrol Pump,16,2,0,6.867079107162568,0,0,0,0
TXN1070239,CUST101923,145.1,NEFT,Mobile App,Swiggy,13,1,0,4.984291318756654,0,0,0,0
TXN1070240,CUST103245,735.25,Online Transfer,Branch,Myntra,20,3,0,6.601569734965796,0,0,0,0
TXN1070241,CUST103392,44.88,NEFT,Branch,Swiggy,6,0,0,3.82602929226117,0,0,0,0
TXN1070242,CUST105365,3524.35,RTGS,POS Terminal,Zomato,8,1,0,8.167735001097508,0,0,0,0
TXN1070243,CUST105566,10.0,POS,ATM,IRCTC,9,6,0,2.3978952727983707,0,1,0,0
TXN1070244,CUST107521,56.76,UPI Payment,Internet Banking,Hospital,18,4,0,4.05629649458457,0,0,0,0
TXN1070245,CUST100732,1336.04,POS,ATM,Hospital,1,3,0,7.19821349438067,1,0,0,0
TXN1070246,CUST101627,1170.28,ATM Withdrawal,Internet Banking,Electronics Store,4,1,0,7.065852446885227,1,0,0,0
TXN1070247,CUST103648,1215.82,NEFT,POS Terminal,Amazon,16,0,0,7.103996177364903,0,0,0,0
TXN1070248,CUST102493,38.15,ATM Withdrawal,ATM,Zomato,9,0,0,3.667400422436812,0,0,0,0
TXN1070249,CUST106222,10.0,ATM Withdrawal,Internet Banking,Pharmacy,21,3,0,2.3978952727983707,0,0,0,0
TXN1070250,CUST104575,4714.87,International,Mobile App,IRCTC,11,0,0,8.458688695543646,0,0,0,0
TXN1070251,CUST104353,413.31,Online Transfer,Mobile App,Jeweller,22,3,0,6.026614485890782,0,0,0,0
TXN1070252,CUST103345,1191.77,UPI Payment,POS Terminal,DMart,3,4,0,7.084033612228807,1,0,0,0
TXN1070253,CUST107518,82.45,RTGS,Mobile App,Hospital,19,2,0,4.424247650107844,0,0,0,0
TXN1070254,CUST106788,378.74,Online Transfer,Internet Banking,Zomato,4,1,1,5.939486808015269,1,0,0,0
TXN1070255,CUST100959,22.17,Cheque,Branch,Petrol Pump,2,4,0,3.142858338444285,1,0,0,0
TXN1070256,CUST101597,237.45,POS,Mobile App,Unknown Merchant,9,0,0,5.474159644744233,0,0,0,0
TXN1070257,CUST103851,1898.59,RTGS,POS Terminal,IRCTC,1,1,0,7.549393352394949,1,0,0,0
TXN1070258,CUST101860,10.0,ATM Withdrawal,ATM,Unknown Merchant,9,2,0,2.3978952727983707,0,0,0,1
TXN1070259,CUST103948,20420.13,Online Transfer,ATM,Jeweller,21,2,1,9.924325428091587,0,0,0,0
TXN1070260,CUST101113,34.23,POS,Internet Banking,Electronics Store,15,1,0,3.561897992353146,0,0,0,0
TXN1070261,CUST102532,131.6,International,ATM,Amazon,11,3,0,4.887337077751762,0,0,0,0
TXN1070262,CUST107535,215.47,UPI Payment,POS Terminal,Big Bazaar,22,3,0,5.377451969711764,0,0,0,0
TXN1070263,CUST102907,19271.34,POS,POS Terminal,Flipkart,8,6,1,9.866426186314262,0,1,0,0
TXN1070264,CUST106335,262.37,NEFT,POS Terminal,Amazon,20,4,0,5.573559887606227,0,0,0,0
TXN1070265,CUST106502,1201.95,UPI Payment,ATM,Pharmacy,8,2,0,7.092532152351156,0,0,0,0
TXN1070266,CUST106939,49.77,ATM Withdrawal,POS Terminal,Flipkart,17,4,0,3.927305628959303,0,0,0,0
TXN1070267,CUST101069,151.5,POS,Mobile App,Jeweller,1,6,0,5.0271645960474665,1,1,0,0
TXN1070268,CUST103238,436.77,ATM Withdrawal,Internet Banking,Hospital,16,3,0,6.081693658300472,0,0,0,0
TXN1070269,CUST101544,13.89,International,Internet Banking,Electronics Store,13,0,0,2.7006898466959175,0,0,0,0
TXN1070270,CUST105054,45.29,UPI Payment,Mobile App,DMart,8,1,1,3.834925955043179,0,0,0,0
TXN1070271,CUST102865,149.53,RTGS,Mobile App,Petrol Pump,16,1,0,5.014162399872412,0,0,0,0
TXN1070272,CUST100248,965.69,POS,Internet Banking,Unknown Merchant,11,4,0,6.873877864946175,0,0,0,0
TXN1070273,CUST106769,373.37,Cheque,ATM,Hospital,21,6,0,5.925244613187873,0,1,0,0
TXN1070274,CUST103435,1385.36,POS,ATM,Myntra,18,6,0,7.234436886282928,0,1,0,0
TXN1070275,CUST107024,81.64,Cheque,POS Terminal,Myntra,18,3,0,4.414493824811383,0,0,0,0
TXN1070276,CUST105368,4015.28,NEFT,POS Terminal,Unknown Merchant,0,5,0,8.2981113800567,1,1,0,0
TXN1070277,CUST104079,1361.78,ATM Withdrawal,POS Terminal,Flipkart,22,4,0,7.21728201001138,0,0,0,0
TXN1070278,CUST103697,210.26,RTGS,Internet Banking,Hospital,8,5,0,5.353089602395016,0,1,0,0
TXN1070279,CUST101867,165.54,ATM Withdrawal,Internet Banking,Big Bazaar,21,3,0,5.115235520807673,0,0,0,0
TXN1070280,CUST106068,163.59,POS,Mobile App,Flipkart,11,2,1,5.103457533055977,0,0,0,0
TXN1070281,CUST102347,75.93,Online Transfer,Internet Banking,Flipkart,20,6,0,4.342895917470844,0,1,0,0
TXN1070282,CUST103121,156.14,Cheque,POS Terminal,DMart,8,0,0,5.0571371277476755,0,0,0,0
TXN1070283,CUST103387,339.2,Online Transfer,Mobile App,Reliance,9,5,0,5.829533679961761,0,1,0,0
TXN1070284,CUST104502,597.72,ATM Withdrawal,Branch,Jeweller,14,5,0,6.394794043085724,0,1,0,0
TXN1070285,CUST100290,1852.52,ATM Withdrawal,Mobile App,Petrol Pump,2,2,0,7.524841812929118,1,0,0,0
TXN1070286,CUST107123,574.39,RTGS,Internet Banking,Amazon,7,4,0,6.355048071751968,0,0,0,0
TXN1070287,CUST101588,35.1,Cheque,Branch,IRCTC,0,2,0,3.586292865338835,1,0,0,0
TXN1070288,CUST106087,307.43,International,POS Terminal,Petrol Pump,14,1,0,5.731494913222737,0,0,0,0
TXN1070289,CUST105765,1397.37,UPI Payment,POS Terminal,Flipkart,19,3,0,7.243062551581906,0,0,0,0
TXN1070290,CUST107382,11642.74,RTGS,POS Terminal,Electronics Store,16,2,0,9.362523975519686,0,0,0,0
TXN1070291,CUST100947,362.04,NEFT,Mobile App,Myntra,22,2,0,5.894513021031532,0,0,0,0
TXN1070292,CUST107150,366.35,POS,Mobile App,Electronics Store,17,1,0,5.9063150720662865,0,0,0,0
TXN1070293,CUST105355,306.7,ATM Withdrawal,POS Terminal,Jeweller,3,0,0,5.729125282327996,1,0,0,0
TXN1070294,CUST106056,614.95,RTGS,Branch,Petrol Pump,7,4,0,6.423165791407984,0,0,0,0
TXN1070295,CUST104300,97.34,UPI Payment,Internet Banking,Swiggy,20,2,0,4.5884308619837935,0,0,0,0
TXN1070296,CUST106689,2234.54,POS,Internet Banking,Flipkart,18,5,0,7.71223808860275,0,1,0,0
TXN1070297,CUST103488,628.63,International,Internet Banking,Amazon,6,1,0,6.445132345269145,0,0,0,1
TXN1070298,CUST107347,24513.14,Online Transfer,Branch,Jeweller,1,1,0,10.107005372907075,1,0,0,0
TXN1070299,CUST101349,359.57,UPI Payment,Internet Banking,Big Bazaar,23,0,0,5.8876861126328075,1,0,0,0
TXN1070300,CUST102760,1731.0,NEFT,Internet Banking,IRCTC,12,5,0,7.4570320891223805,0,1,0,0
TXN1070301,CUST107109,183.64,UPI Payment,Mobile App,Electronics Store,8,4,0,5.218407983319735,0,0,0,0
TXN1070302,CUST102990,684.86,RTGS,Branch,Myntra,15,1,0,6.530673525265742,0,0,0,0
TXN1070303,CUST101059,1153.45,Cheque,Mobile App,Pharmacy,3,0,0,7.0513793190650125,1,0,0,0
TXN1070304,CUST106905,10967.23,NEFT,POS Terminal,Jeweller,11,2,0,9.302758191117102,0,0,0,0
TXN1070305,CUST105623,202.56,UPI Payment,Internet Banking,Swiggy,1,6,0,5.315960801720632,1,1,0,0
TXN1070306,CUST100707,189.5,RTGS,Internet Banking,Petrol Pump,18,5,0,5.249652194566756,0,1,0,0
TXN1070307,CUST101692,424.67,Cheque,ATM,Amazon,14,2,0,6.0536643981873315,0,0,0,0
TXN1070308,CUST100105,17.87,RTGS,POS Terminal,Electronics Store,19,4,0,2.9375733593804587,0,0,0,0
TXN1070309,CUST101273,1866.25,RTGS,POS Terminal,Pharmacy,0,0,0,7.532222039237176,1,0,0,0
TXN1070310,CUST106314,362.92,International,POS Terminal,Zomato,3,0,0,5.896934063261749,1,0,0,0
TXN1070311,CUST104681,912.68,UPI Payment,Internet Banking,Hospital,23,3,0,6.817480400742352,1,0,0,0
TXN1070312,CUST103394,171.63,RTGS,Internet Banking,Pharmacy,11,6,0,5.151150575828457,0,1,0,0
TXN1070313,CUST104054,333.63,UPI Payment,Internet Banking,Swiggy,18,1,0,5.813025443828249,0,0,0,0
TXN1070314,CUST106715,1246.51,RTGS,Branch,DMart,2,6,0,7.12890484362561,1,1,0,0
TXN1070315,CUST105828,936.84,NEFT,Branch,Myntra,16,3,0,6.843579358763573,0,0,0,0
TXN1070316,CUST107806,66.48,POS,Mobile App,Hospital,7,6,0,4.211831257677767,0,1,0,0
TXN1070317,CUST107334,1891.63,UPI Payment,POS Terminal,Hospital,5,5,0,7.545722675158479,1,1,0,0
TXN1070318,CUST104259,590.58,ATM Withdrawal,POS Terminal,Hospital,19,3,0,6.38279692363909,0,0,0,0
TXN1070319,CUST100139,249.74,International,Internet Banking,Hospital,10,3,0,5.524416545687879,0,0,0,0
TXN1070320,CUST107575,188.32,RTGS,Mobile App,Zomato,23,6,0,5.243438705038047,1,1,0,0
TXN1070321,CUST106139,1155.29,Online Transfer,Mobile App,Flipkart,11,1,0,7.052971882822851,0,0,0,0
TXN1070322,CUST102828,59.06,ATM Withdrawal,Branch,Petrol Pump,15,4,0,4.095344062555184,0,0,0,0
TXN1070323,CUST107900,51.08,Cheque,Internet Banking,Petrol Pump,14,5,0,3.9527809979003137,0,1,0,0
TXN1070324,CUST101554,2877.13,NEFT,ATM,Swiggy,19,5,0,7.964896056684291,0,1,0,0
TXN1070325,CUST102219,670.55,UPI Payment,Mobile App,Electronics Store,10,0,0,6.509588473355084,0,0,0,0
TXN1070326,CUST102275,967.16,RTGS,Branch,Unknown Merchant,18,0,0,6.875397362874011,0,0,0,0
TXN1070327,CUST106789,257.98,Online Transfer,Branch,Electronics Store,3,4,0,5.556750838640694,1,0,0,0
TXN1070328,CUST102634,1084.96,RTGS,Branch,Myntra,3,2,0,6.990219667403028,1,0,0,0
TXN1070329,CUST107022,114.13,UPI Payment,ATM,Pharmacy,15,3,0,4.746061924685573,0,0,0,0
TXN1070330,CUST100547,909.83,NEFT,Mobile App,Reliance,11,6,0,6.814356271723554,0,1,0,0
TXN1070331,CUST101828,57.09,Cheque,Branch,Petrol Pump,13,4,0,4.061993532004442,0,0,0,0
TXN1070332,CUST103117,2605.67,International,Mobile App,Petrol Pump,16,1,0,7.865828823642808,0,0,0,0
TXN1070333,CUST103764,2218.23,POS,ATM,Petrol Pump,21,4,0,7.704915567854198,0,0,0,0
TXN1070334,CUST101685,231.28,UPI Payment,POS Terminal,Flipkart,22,6,0,5.447943540503849,0,1,0,0
TXN1070335,CUST100435,173.29,UPI Payment,Mobile App,Electronics Store,16,2,1,5.16072057853359,0,0,0,0
TXN1070336,CUST102450,1152.56,Cheque,Internet Banking,Hospital,11,5,0,7.050608091865725,0,1,0,0
TXN1070337,CUST105842,69.36,Online Transfer,Branch,IRCTC,3,4,0,4.253624919869357,1,0,0,0
TXN1070338,CUST106281,128.01,RTGS,Internet Banking,Zomato,7,3,1,4.859889920737045,0,0,0,0
TXN1070339,CUST107923,3235.3,NEFT,Internet Banking,Flipkart,4,2,0,8.082185980927084,1,0,0,0
TXN1070340,CUST102786,248.98,UPI Payment,Branch,Swiggy,3,2,0,5.521380914662076,1,0,0,0
TXN1070341,CUST104918,641.41,NEFT,Mobile App,Reliance,19,3,0,6.465226729136549,0,0,0,0
TXN1070342,CUST103970,36.89,UPI Payment,POS Terminal,Hospital,1,5,0,3.6346872250305093,1,1,0,0
TXN1070343,CUST103333,1019.49,UPI Payment,POS Terminal,Unknown Merchant,8,2,0,6.9280381830838085,0,0,0,0
TXN1070344,CUST102844,6357.85,International,Branch,Swiggy,15,3,0,8.75760282237463,0,0,0,0
TXN1070345,CUST106440,656.34,Cheque,Branch,Hospital,15,1,0,6.488201388430871,0,0,0,0
TXN1070346,CUST102724,3862.35,ATM Withdrawal,Internet Banking,Amazon,2,1,0,8.25928996172023,1,0,0,0
TXN1070347,CUST101850,120.14,NEFT,Internet Banking,Amazon,11,6,0,4.7969469015528015,0,1,0,0
TXN1070348,CUST102195,21047.26,Cheque,POS Terminal,Zomato,21,0,0,9.954573175361432,0,0,0,0
TXN1070349,CUST107322,350.34,RTGS,Mobile App,Swiggy,2,6,0,5.861754415585237,1,1,0,0
TXN1070350,CUST102976,71.92,ATM Withdrawal,ATM,Unknown Merchant,9,1,0,4.289362949810462,0,0,0,1
TXN1070351,CUST106681,20.95,RTGS,Mobile App,Unknown Merchant,2,0,0,3.08876713952118,1,0,0,0
TXN1070352,CUST103264,1384.61,UPI Payment,POS Terminal,IRCTC,15,1,0,7.233895754872197,0,0,0,0
TXN1070353,CUST100426,3277.88,NEFT,ATM,IRCTC,21,3,0,8.095257179651648,0,0,0,0
TXN1070354,CUST102823,17.25,Cheque,Branch,Swiggy,5,5,1,2.9041650800285006,1,1,0,0
TXN1070355,CUST100761,1062.46,UPI Payment,Mobile App,Reliance,0,5,0,6.969283022273341,1,1,0,0
TXN1070356,CUST102451,267.11,POS,ATM,DMart,11,6,0,5.59139734406141,0,1,0,0
TXN1070357,CUST107327,2780.05,NEFT,Mobile App,Petrol Pump,15,6,0,7.930583833216534,0,1,0,0
TXN1070358,CUST100714,106.05,UPI Payment,Internet Banking,Electronics Store,4,1,0,4.6732960150356915,1,0,0,0
TXN1070359,CUST100824,1383.45,ATM Withdrawal,Mobile App,IRCTC,2,0,0,7.2330582278382645,1,0,0,0
TXN1070360,CUST100745,12878.73,Cheque,POS Terminal,Myntra,11,3,0,9.463410036705705,0,0,0,0
TXN1070361,CUST103043,152.09,NEFT,Mobile App,Petrol Pump,23,3,0,5.03102598374399,1,0,0,0
TXN1070362,CUST103780,81.28,International,Mobile App,Amazon,16,5,0,4.4101280647847565,0,1,0,0
TXN1070363,CUST107954,12892.46,Cheque,ATM,Pharmacy,15,5,0,9.464475485049416,0,1,0,0
TXN1070364,CUST106706,483.43,Online Transfer,POS Terminal,Hospital,4,6,0,6.182972942048578,1,1,0,0
TXN1070365,CUST107570,295.29,UPI Payment,POS Terminal,IRCTC,21,0,0,5.6913387044318595,0,0,0,0
TXN1070366,CUST101624,123.18,Cheque,Internet Banking,Flipkart,2,2,0,4.821732125936747,1,0,0,0
TXN1070367,CUST104111,3444.94,Cheque,POS Terminal,Unknown Merchant,19,2,0,8.14495200544471,0,0,0,0
TXN1070368,CUST106438,274.6,Cheque,POS Terminal,Hospital,20,1,0,5.618950539139504,0,0,0,0
TXN1070369,CUST103767,293.16,POS,Internet Banking,Petrol Pump,15,3,0,5.684123836993017,0,0,0,0
TXN1070370,CUST103767,161.73,ATM Withdrawal,POS Terminal,Myntra,3,1,0,5.092092385672523,1,0,0,0
TXN1070371,CUST103682,439.17,NEFT,ATM,Reliance,3,6,0,6.0871610159294605,1,1,0,0
TXN1070372,CUST102942,761.4,ATM Withdrawal,Branch,Big Bazaar,4,3,0,6.636471352339992,1,0,0,0
TXN1070373,CUST102008,3757.82,POS,Branch,IRCTC,22,1,0,8.231860357341834,0,0,0,0
TXN1070374,CUST102563,48.9,RTGS,Mobile App,Big Bazaar,22,0,0,3.910021002757473,0,0,0,0
TXN1070375,CUST104290,191.8,POS,Mobile App,Swiggy,6,1,0,5.261653382176445,0,0,0,0
TXN1070376,CUST107027,9920.17,Cheque,ATM,Electronics Store,9,5,0,9.202426136872512,0,1,0,0
TXN1070377,CUST100990,490.69,RTGS,Mobile App,DMart,1,0,0,6.197848436606852,1,0,0,0
TXN1070378,CUST101320,1264.95,Online Transfer,Branch,Myntra,13,1,0,7.14357810745342,0,0,0,0
TXN1070379,CUST103863,227.59,Cheque,POS Terminal,Big Bazaar,10,4,0,5.431930005871957,0,0,0,0
TXN1070380,CUST107719,237.81,Cheque,Internet Banking,Flipkart,22,1,0,5.475668256688571,0,0,0,0
TXN1070381,CUST102465,1871.15,Cheque,Internet Banking,Jeweller,23,6,0,7.534842782032572,1,1,0,0
TXN1070382,CUST107983,233.98,UPI Payment,Internet Banking,IRCTC,1,0,0,5.459500404139426,1,0,0,0
TXN1070383,CUST106087,1379.16,ATM Withdrawal,ATM,Unknown Merchant,21,0,0,7.229954713459478,0,0,0,1
TXN1070384,CUST104370,2701.03,UPI Payment,POS Terminal,Zomato,8,3,0,7.901758621345258,0,0,0,0
TXN1070385,CUST106504,26.46,RTGS,Branch,Petrol Pump,12,3,0,3.312730400339825,0,0,0,0
TXN1070386,CUST102813,461.71,NEFT,Internet Banking,Flipkart,0,4,0,6.137100507955185,1,0,0,0
TXN1070387,CUST104398,359.68,NEFT,Mobile App,Amazon,9,3,0,5.887991138631706,0,0,0,0
TXN1070388,CUST101916,1096.86,POS,Mobile App,IRCTC,9,4,1,7.001118109386345,0,0,0,0
TXN1070389,CUST103335,3569.62,Online Transfer,Internet Banking,Big Bazaar,19,0,0,8.180494529162676,0,0,0,0
TXN1070390,CUST105708,175.21,Cheque,ATM,Reliance,5,6,0,5.1716764655806395,1,1,0,0
TXN1070391,CUST104260,2213.76,Cheque,POS Terminal,Electronics Store,4,5,0,7.702899324464249,1,1,0,0
TXN1070392,CUST105693,2068.49,Cheque,ATM,Hospital,3,4,0,7.635057479092068,1,0,0,0
TXN1070393,CUST106832,534.34,International,Internet Banking,Jeweller,17,6,0,6.28290205906118,0,1,0,0
TXN1070394,CUST105516,661.79,POS,ATM,Myntra,23,4,0,6.496458197931046,1,0,0,0
